movie_id,person_id,role
87551,106253,[Maximillian Westford]
91136,100846,[Ben's Father]
91402,109175,[Mateo]
84409,112987,[Secretary of Defense]
84457,104054,[Smoker]
87683,103568,(Unknown)
84516,111392,[Various Characters]
87926,101148,[Security Guard]
100126,100496,[Himself]
100242,112887,(Unknown)
100342,113214,[Jean]
100367,109802,[Manu]
94312,103275,[Robert]
96264,112960,(Unknown)
101055,106401,[Comrade in shelter]
94655,111515,[Jack Purdue Sr.]
95164,112919,(Unknown)
104997,107607,[Willy Brandt (in Michael Fray
96691,103788,[Doctor]
101816,101055,[Andrés]
101866,100008,(Unknown)
101866,106108,(Unknown)
95271,106762,[Robert Grant]
95348,106969,[Cosme]
95432,110849,(Unknown)
95471,107328,[Ottoman soldier]
102616,100394,[Prof. Marino]
47915,112701,[Ramsey]
47985,104340,[Yale Preacher]
48174,110622,[Himself]
48351,109861,[Roland]
57236,113155,[Henri Mareuil]
57677,111824,[Himself]
48951,112987,[Thud]
57877,110915,[Hero of the film 'Aanewala Ka
52204,106217,[John]
54308,104372,[Himself]
58511,105576,[Eli Taker]
58770,102050,"[Mozser, Cam's Controller]"
53029,106251,[Lionel Pond]
62207,107255,(Unknown)
53056,111533,[Fluffy]
55789,106117,[Agente de seguridad del procu
55789,108568,(Unknown)
59749,108216,[Max]
59783,106108,(Unknown)
59858,103225,[Holden McNeil]
62432,102734,[Jean-Michel]
62723,107278,(Unknown)
60090,101432,(Unknown)
63068,105876,[Grocer]
63202,107010,[Priest]
60142,108666,[Raúl]
72056,106971,[Greffier]
72208,103300,[Hockey Player]
64661,106344,[Juggler]
64661,113330,[Russian Swings]
65990,103152,[Jones]
66240,102900,[Himself]
75602,106053,[Larry]
75777,107632,[Brandon Mann]
76204,102616,[Himself]
76220,101148,[Agent Stone]
76220,101246,[Agent Stone]
68705,106108,(Unknown)
76461,110890,[Suraj]
66817,110879,[Travesti]
66837,102216,[Bouncer #3]
66837,109561,[Joey Speers]
76731,107180,(Unknown)
67094,101198,[Logan Despain]
67094,113019,[C1]
67176,112317,[Ottavio]
77204,107296,[Fiz]
69391,111590,[Stud Bachelor]
67385,104824,[New York Assistant D.A]
67478,108259,[Charles]
77249,105426,(Unknown)
78267,101171,[Himself]
78969,102389,[Highway Patrolman #1]
78969,113214,[Gerard Huxley]
74432,108768,[Attila]
74600,109175,[Walter]
81641,110247,[Uncredited]
80180,104220,(Unknown)
80189,103752,[Chavo Banda La Raza]
80289,103116,[Didier]
85012,104395,[Matt]
80323,102414,[Himself]
82463,108216,[Meter Man]
82538,104840,[Voodoo Man]
69895,103277,[Middle Eastern Anchor]
80539,111726,[Wayne Northrup]
80807,102025,[Ramos]
80855,101791,[Paul]
80855,104840,[Emmanuel]
70679,109829,[Gitano]
81193,102475,[Ron Kanger]
71097,105558,[Colonel]
71338,105142,(Unknown)
89281,110765,[Pompiste]
89288,103225,[Bartleby]
71649,104488,[Thug #2]
86432,109861,[Atchoum]
86716,112442,(Unknown)
87009,102966,[Additional Voices]
87039,109877,(Unknown)
92914,103193,[Young Sammy Ceder]
90342,100167,[Deputy Jebb McQuarrie]
90876,103086,[Dr. Waters]
83540,109175,[Julio]
83663,100862,[Bobby 'Jet' Burkett]
87423,107278,[Sweatshop foreman]
87423,109225,[Sweatshop boy]
87509,107657,[Tango Singer]
91135,105142,[James]
88084,103116,[L'homme de la mairie]
93223,100326,[Aquarium Security Guard]
100470,107589,(Unknown)
52770,106522,[Man in bar]
52929,101442,(Unknown)
52988,113207,[Moncho]
61335,106489,[Himself]
61673,112958,[1st Boy]
55094,110419,[Chop Shop Owner]
55162,107641,[Laracco]
59765,106291,[Invalid]
56048,100842,"[Le journaliste du ""Courrier W"
56048,101058,[Un policier]
56357,108695,[Martín]
65597,110167,(Unknown)
57102,100438,[Peter #2]
72208,108763,[Hockey Player]
74857,105538,(Unknown)
72376,113359,[Finale Club Lead-In Band]
72851,111804,[Tony]
66308,100391,[Hitman #1]
76463,107294,[Garage Owner]
66817,106088,[Américo Rosi/Mirta 'La Nona' 
68816,110200,"[Jean-Louis Volin, le réalisat"
68916,101327,(Unknown)
68950,106088,(Unknown)
69259,101626,[Big Red]
67385,101107,[Jim Sullivan]
77622,103349,(Unknown)
73330,110986,[Cafe Manager]
73578,104600,[Zare Destanov]
73612,102012,[Gang Banger]
73612,111821,[Thug]
73655,106524,[Gabriel]
67637,110200,[Narbonne]
74048,100139,[Children of Castor Fan]
74048,107043,[Jim Schneider]
74423,100858,[Dr. Wilkinson]
74432,112188,[Purábl Kúnó]
80189,106371,[Muchacho]
85446,103532,[Kunal]
80491,101107,[Whitelaw]
80723,111570,[Voice artist (policeman)]
80798,106574,[Forman]
70679,108896,[Agente 1]
70972,104734,[Zombie]
86380,106105,[Miguel]
86380,108579,[Aurelio]
71090,106105,(Unknown)
89022,102363,[Himself]
89281,110200,[Jean-Paul (flic n°1)]
86682,107324,(Unknown)
89547,106105,(Unknown)
82577,112723,(Unknown)
89972,103466,(Unknown)
87223,105420,[Ronny Orlando]
87282,109531,[Miguel]
90558,100740,[Takeshi Ito]
90710,104333,(Unknown)
87423,103146,[Mini cab driver]
91051,100525,(Unknown)
91228,102343,[Himself]
91451,100842,[Antoine]
84399,111888,[Principal Dresser]
91839,102678,(Unknown)
91887,107491,[Slave]
87891,102297,[Vernon]
93114,102413,[Thomas]
93114,112739,[Frederick]
93282,108711,[Piel Canela]
100295,104035,[Zoltan]
100309,106072,[Cmdr. Paco]
100370,106088,[Rancel]
93609,112538,[Guy dancing/Guy going crazy]
93791,112423,[Race Car Driver]
93986,105820,[Homeless person]
101070,108979,[FBI Agent]
94795,105804,[The Pilot of USAF1]
101272,102129,[Himself]
104896,111586,[Reece]
101581,102110,[Groupe polyphonique Tavagna]
101622,104650,[Fufu (pianist)]
102013,111185,[Young Kissing Man]
102108,111386,[Himself]
102108,111721,[Himself]
95154,102310,[Ted]
95256,100859,[Cpl Gill]
95431,107224,[Selami]
102331,105538,(Unknown)
96867,106991,[Himself]
48320,102129,[Himself]
42909,101694,[Drago Vojkovic]
48788,106338,(Unknown)
48790,103296,[Chico colegio]
57312,101107,[Delfinello da Coverzano]
57716,112889,[Centurio]
49008,105370,(Unknown)
57981,112256,[Dora's Client]
58232,100842,[M. Bichavent]
54490,102662,[Helicopter Pilot]
49674,101426,[Himself]
49674,108847,[Himself]
58616,106925,[Monty]
58684,104269,[Male plane passenger]
58684,107294,[Postman]
61190,107076,(Unknown)
59151,109246,[Joe Kaufman]
52969,106072,[Reymundo Barreda Sr.]
53119,108579,[Don Roberto]
53169,107141,[Capt. Jorge Ronzatti]
61861,107141,[Nelson Infanti]
61959,111722,[TV Aerobics Instructor]
53822,102012,[Miguel Velasco]
64951,103114,[Cyclops]
56295,112240,"[Indio (episodio 'Con cariño, "
62995,106642,[Mr. Bennett]
65351,108728,[Himself]
56929,110268,[Manlio Germano]
57061,105421,[Himself]
60002,106605,[Methikkalam Thommichan]
60072,101090,[Seb]
60253,100173,[Young Morris Applebaum]
65420,100623,(Unknown)
65887,106574,[Interviewer #1]
72490,111355,[Tommy]
72504,108261,[Pete]
72571,111737,[Sailor]
66055,111871,[Parker]
72823,102547,[Himself]
75896,104867,[Speaker Omaha]
76115,107141,(Unknown)
68609,109932,[Jornalista]
66403,113276,[Don Pablo]
66654,108462,[Himself]
66673,106105,(Unknown)
66674,106105,[Rigoberto]
77002,102897,(Unknown)
72923,112524,[Brooks]
66938,107661,[Dave Haggerty]
67057,108697,[Oscar]
77268,106490,(Unknown)
69380,101006,[Mathieu]
69396,111452,[Karl]
67376,106859,[John Lee]
73606,102694,[Stanley The Fisherman]
73826,110419,[Willie]
78121,106154,[Sonny Moore]
79041,101107,[Rubin]
68275,101023,(Unknown)
79908,112323,[Butcher]
82016,100858,(Unknown)
82049,101108,[Louis Baptiste]
82149,102897,[Isaac Borman]
85021,110185,[Charlie]
80393,108480,[Mr. Hindle]
82281,107510,[Kaim]
85559,106105,(Unknown)
80395,110165,[Patient]
69899,103015,[Rod]
80444,112120,[Yacht Scene Victim]
80461,107060,[Inmate]
85840,100957,[Ishan Patel]
85975,106338,[Clementi]
70468,109246,[Counselor Burt Handel]
70667,108862,(Unknown)
70932,113442,[Himself (at the UN)]
71084,106105,(Unknown)
71086,106105,(Unknown)
86244,100842,[Charlie Abitbol]
86478,101293,[Night Club Patron]
86677,104267,[Watchman]
89785,103063,[Fucue]
82868,104817,[Himself]
83901,109413,[Buddy]
87379,102193,(Unknown)
91288,105538,(Unknown)
84202,108631,(Unknown)
92742,110702,[Apartment superintendent]
92909,111420,[Jimmy Greaves]
91340,108579,(Unknown)
84521,107558,[Patrick]
87981,113042,[Himself (in audience)]
93412,104769,[Haktan]
94230,105219,[Löveborg's twin]
104695,107758,[Jurylid]
104776,106555,[Lithuanian entry (13th place)
94614,112909,(Unknown)
94985,111452,[Buzz Kilroy]
94985,111472,(Unknown)
101867,108896,[Portero Crock]
24429,111916,[Dancer]
21026,108083,[Himself]
21178,108349,[Girl One]
24702,107672,[Train Manager]
18068,100368,[Rajnath Guru]
18286,112754,(Unknown)
25220,101456,[Josefo]
25690,100545,[Butler John]
25690,101363,[Police Morgue's Employee]
18334,105807,[Teacher]
18345,102760,[(himself)]
25797,105827,(Unknown)
18836,109176,[Coco]
21703,101311,[Taxista]
22062,100543,(Unknown)
7806,104696,[Owen Gackstetter]
7833,102442,[DMV Agent]
28387,106136,(Unknown)
28612,105959,[Edgar Moore]
26708,109258,[Doctor]
27117,101774,(Unknown)
27117,112350,(Unknown)
23448,101722,[Man on Phone #1]
29414,101654,[Von Kandler]
30686,107077,[Manny]
30702,106879,[Band Guy]
27753,100561,(Unknown)
30872,105325,(Unknown)
36554,111500,[Intern]
32183,108331,[Himself]
31872,104914,[Skippy]
31872,112175,[Jazz Singer]
31906,100041,[Himself]
37649,100661,(Unknown)
32899,103753,[Cho]
38358,111768,[Newspaper Editor]
40053,107313,[Party Goer]
40053,109553,[Sax Player]
33283,106084,[Zé Divina]
33721,112993,[Grungy Guy]
40505,100988,[Video shop customer]
43579,112802,[Lou]
43615,105641,[Congas]
33971,105234,[Small Boy]
44008,109794,[Mutavi... drugi telohranitelj
34446,107181,[Aage Kastrup]
34730,107322,[Himself]
46630,109278,[Policeman]
34921,107322,[Himself - Roastee (Guest of H
44758,103435,[Himself]
35239,106904,[New Year's Party Band]
35398,113395,[The Pimp]
41757,106788,[Kala]
45126,113088,[Buff Guy]
41918,108517,[Peter Yearwood]
47857,112997,[Victor's Henchman]
51126,105041,[Nadim]
51126,111082,[Oscar]
51135,105807,[Himself/Kim]
45696,105166,[Local man at fire]
46194,101145,[White Socks]
42402,106668,[Guitar Dude]
42643,105609,[Himself]
42686,100093,[Himself (special award recipi
51623,109176,[Santiago de Liniers]
51639,102342,[Killer]
48700,107365,[Billettkontrollør]
48748,113331,[Anil]
46292,111459,[Dale Farley]
57389,112350,[Arnold]
48948,108033,[Cookie Family]
48948,111891,[Yendor]
53830,110562,(Unknown)
52074,110005,[Guardia Seguridad de Bancosol
52075,109308,[Enrique]
58409,101013,[Carlos]
52458,105852,[Additional voices]
52708,107120,[Reynaldo]
49350,101638,[Merc]
49619,108960,[Pecha]
58827,109728,[Bradshaw Kirby]
61250,103985,[Mourner]
59060,104153,(Unknown)
59109,111307,[Arthur Crest]
53009,108576,(Unknown)
53062,107263,[Omar]
59596,112309,[Kampleder]
61415,104925,[Maraouin]
54998,109560,[Ramón]
53062,111698,[Nathan Michaels]
53062,113238,[Farukh Ben Yusef]
56117,105468,[Ramón]
56822,111130,(Unknown)
56871,100275,[French Policeman]
63071,108517,[Tomberline]
63103,104746,[Tom Wilson]
68370,112718,[Le jeune homme qui regarde Sy
63823,109946,[Bando zé Pegueno]
63823,110680,[Bando zé Pegueno]
60179,101161,[Brad]
60278,112075,[Dancer]
60347,111575,[Himself]
63890,100395,(Unknown)
60666,109662,[Vendeur boutique 1]
60713,104507,[Mourners]
64744,101763,[Bondarchuk]
72464,110171,[Man with beer]
72697,100177,[Touch]
66598,104696,[Dr. Fong]
68434,105498,(Unknown)
68434,110955,(Unknown)
68437,110689,(Unknown)
68454,103226,[Jay]
68454,106609,[New York Car Thief]
75757,102090,[Ksawery]
75757,113345,(Unknown)
76021,109935,[Man in Camera]
76157,104925,[Guillaume]
76524,101640,[Sobbing Man]
68805,106568,[Himself]
76909,104905,(Unknown)
77010,103921,(Unknown)
69738,106027,[Burglar]
73214,101890,[Sgt. Wallace]
77826,111618,[Buck]
73868,106609,[Himself]
78495,111257,[Himself (performing: 'Aldrig 
68086,101254,[Himself]
74166,103912,(Unknown)
68268,106534,(Unknown)
79046,102208,[Whit]
79283,110378,[Newscaster]
81840,102535,(Unknown)
79867,101763,(Unknown)
85133,109930,[Young Casey]
80335,100811,[Chef de station de metro]
69804,112350,[Lepree]
69905,111548,[Himself (Medium)]
85866,108517,[Michael Agensky]
85882,103753,(Unknown)
80585,105491,[Mr. Gianetti]
80601,101515,[Grinaldi]
86083,111023,[Atilio]
86084,111023,[Abu]
70423,105768,[Jacky]
80668,106554,(Unknown)
70657,109176,[El Profesor]
81152,111039,[Dead Diner/Executive]
81272,104271,(Unknown)
86319,102885,[One Man Band Rockabilly Legen
86470,101763,[Randolph Cauffield]
86470,112350,[Aleksi]
82508,110748,[Chauffeur de taxi]
81287,101949,(Unknown)
71528,107763,(Unknown)
92817,110273,[Theldag]
83110,107311,[Buyer #1]
90427,101949,[Himself]
90512,110164,[Himself]
83560,103226,[Pete Kepler]
92918,112520,(Unknown)
83879,105936,[Ernesto (young)]
84147,106300,[Himself]
84328,112879,[Actor]
87321,107104,(Unknown)
87588,106795,[Douglas]
87905,108967,(Unknown)
88038,110055,[Michael]
51615,109217,[Banda concert]
51733,105818,[Waldo]
51733,106075,[Camarero]
48939,104582,[The Bug Killing Child]
48939,107406,[The Cal Trans Crewman]
54221,111859,"[Kevin Davis, Capcom]"
58164,111768,[Mark Rawlstone]
58164,112636,[Brian Cartwright]
49674,106034,[Himself]
61359,102867,[Osvaldo]
54856,111516,[Young Matt]
55109,112295,[Manoli]
55208,101531,[Moralès]
55208,101565,[Escamillo]
55626,111116,[Steve Nishbov]
55675,111673,[Charlie]
62460,102031,[George Rocher]
59685,109108,[Returning Soldier]
62694,102090,[Fryderyk Chopin]
64951,110839,[Double Clones #2]
56328,100395,[Terenzi]
65001,104473,(Unknown)
65351,113454,[Himself]
56929,101463,[Secondo Gemello]
63983,107204,[Joven I]
64164,109587,[Cineclub director]
64281,108499,[Himself/Interviewee]
74944,101311,[Anselmo]
71953,104925,[Norbert]
72237,105852,[Hoffman]
72372,102740,[Joe Bob]
72504,110273,[Carl Jasper]
72571,101890,[Murphy]
72706,110273,[Casino Boss]
75562,102733,[Wolfgang]
75562,108974,[Officer William]
75681,103412,[Boom-Boom]
75896,104696,[Speaker Omaha]
66589,104582,[Gerald Jones]
77002,107613,[Lee's Bodyguard]
68946,107204,(Unknown)
68977,106061,(Unknown)
77153,113229,[Peter Ellington]
72923,111348,[The Werewolf]
72973,110548,(Unknown)
69179,105507,[Hi]
67559,108599,[Bartender]
67559,111489,[Stuart March]
67609,101890,[Bruno Romano]
77701,105807,[Morty]
73827,101640,[Capt. Gorgan]
78386,101013,(Unknown)
78790,104796,(Unknown)
78991,102283,[John]
79556,100445,[Constable]
79656,106677,[Willie]
68275,105852,(Unknown)
79742,112384,[Tomas Galt (air crash victim)
81581,111700,[Zach]
81665,107824,[35 Year Old Man #2]
79859,102506,[Chat Show Host]
81880,113388,[Corpse]
82114,113095,[Sam]
80211,105416,[Himself]
82448,109092,[Himself]
80478,101640,[Man #5 (warehouse)]
85975,109176,[Pablo]
82531,107513,(Unknown)
70399,101758,[Nino]
70869,103869,[Rebel Soldier #2]
71286,102933,[He]
89102,111673,[Hank Kirk]
86677,104682,[Himself]
89336,105307,[Hong]
89451,112166,"[Kinoshita, Osamu]"
89785,102192,[Himself]
90154,100359,[Soldier]
82868,104821,[Himself]
82868,104823,[Himself]
83035,111332,(Unknown)
83035,111966,(Unknown)
90771,113038,[Big Trin]
90889,111768,[Toby Ross]
83536,108894,(Unknown)
83553,110632,[Conductor Taunus]
87294,110287,[Manager]
87429,105057,[Paul]
87511,111364,[Ortega]
84203,108808,[Himself]
87729,101824,[Veloso's man]
87729,105205,[Veloso's man]
91943,101722,[Museum Caretaker]
87864,111859,[John Harrison]
87879,100175,[David Silwell]
88381,108124,(Unknown)
93129,104380,[Andrew]
93197,112502,[Elijah Barrett]
100296,112266,[Jean-Luc]
100648,107104,[Nicola]
100868,107822,[Nate Saint/Steve Saint]
104291,104807,[Galcian]
104775,105507,[Swiss backing vocal]
101867,105468,[Juancar]
96873,108501,[French student]
97325,103242,[Tony Mamaluke]
97325,111409,[Himself]
97338,111409,[Himself]
103372,107029,(Unknown)
103425,101815,(Unknown)
105462,106134,[Emilio Kartulowicz]
42686,105807,[Himself]
48743,103042,(Unknown)
42861,109935,[Man in Bordel/Waiter]
57717,110646,[Rebel Leader]
57778,110005,[Camionero 1]
57994,112552,[Bowls]
58085,109126,(Unknown)
49347,100177,[Hispanic Man]
52580,106343,[Carjacker]
59105,105307,[Dr. Walter Lee]
59121,108933,[Agent]
59491,100520,[Rachid]
54920,102208,[Parking Attendant]
55120,101231,[Chino]
55120,105366,[José]
53073,101465,(Unknown)
53214,109460,(Unknown)
64871,106711,[A Roc]
56431,101890,"[Peter, FedEx 88 Pilot]"
63251,104673,[Mune (Programmer's Room)]
63526,106743,[Himself]
65432,111893,[Old Man Waiter]
65555,109176,[Roberto]
63610,100713,(Unknown)
63753,102090,[Parson]
60084,107531,[Yitzhak]
68347,100811,(Unknown)
63844,105716,[Martin Villefaux]
64153,100652,(Unknown)
65598,113047,[Kiosquero]
65664,112643,[Himself]
71798,105382,"[CEO, Alarko Holding]"
71959,104925,[Couffignac]
66068,112241,(Unknown)
66745,105648,[Man in church]
68697,111752,[The Company]
68765,105468,[Novio]
68833,104580,[L'instituteur]
67002,106836,(Unknown)
69001,106002,(Unknown)
67054,101890,[Bennie]
67054,109126,[Fisherman]
77505,111132,(Unknown)
77705,103719,[Boy with a poster]
77705,108658,[Soldier]
78025,104930,[Player #2]
78318,113279,[Elderly Neighbour]
78616,103810,(Unknown)
78616,104473,(Unknown)
78677,108426,[Abusive Father]
74165,101311,(Unknown)
78902,103755,[Dr. Lutz]
79043,103510,[Submarine Captain]
79136,108351,[Testimonial #1]
74747,103219,(Unknown)
81490,109267,[Himself]
79888,111641,(Unknown)
79920,104798,[Bar Owner]
79938,108426,[Oficer Carr]
80338,109310,[Jesús]
85204,113331,[Lakshmana]
70178,107997,[Nathan]
85611,101254,[Video photographer]
82519,113088,[Daniel]
82585,108867,[Gómez]
82585,109310,[Vecino]
80597,105448,"[Book Store Patron, (Voice ove"
80640,102351,[Bruce Lewis]
80724,102983,[Drunk #2]
88805,112202,[Alex]
71232,101136,[Himself]
86349,105325,(Unknown)
92663,100295,(Unknown)
86815,107147,(Unknown)
86847,105807,[Jeppe]
87006,101899,[Father]
92774,111439,[Milton]
82889,102192,[Himself]
83989,101279,[Red]
91170,105716,[Balestrat]
87699,106300,[Himself]
87710,103696,[Bartender]
88376,100538,[Chef Pizzaiolo]
88376,110396,[Minh Kiet Senior]
92306,107822,[Hunter]
100242,100811,(Unknown)
100446,109176,[Antonio]
93749,101529,[Steve (patrolman)]
94194,106643,[Burly Man]
104779,111141,[German vote presenter]
95012,109176,[Justino]
101398,110455,(Unknown)
96668,112293,[Franklin]
101873,111364,(Unknown)
102234,106786,[Football Player]
102234,111843,[Artemis]
102441,101872,[Ortega]
97236,105673,(Unknown)
97236,113397,[Herr Tanner]
97277,108008,[Gerry Berry]
105167,112361,[Casey's Florida Relative]
88465,106747,[Himself/Owner of the Shire]
104491,109589,[Dodo]
104777,100231,[Turkish entry (16th place)]
101233,109990,[Italian Coachman]
101233,110394,[Buloz Employee]
101267,101352,[Himself]
101418,112600,[Lt. Kip Singh]
96555,108286,[Himself]
101550,112816,(Unknown)
101967,103742,[González 1]
101967,104276,[González el otro]
96871,112514,[Dean]
96920,112600,[John]
97222,104959,[Robert]
97322,107116,[Himself]
49314,106314,[Dr. Alexander Pahlenberg]
60921,105428,[Mendigo 2]
60921,111076,[Guardaespaldas 1]
59149,107148,[Dr. Blethens]
61673,105496,[Paul]
59415,112764,[Sgt. Demski]
55444,105244,[The pilot]
62280,112600,[Steve Banerjee]
55789,106114,[Agente de seguridad del procu
55789,106115,[Agente de seguridad del procu
59858,108520,[Himself]
64813,104325,[Frank Anselmo]
64813,111881,[Train Conductor]
62750,110775,[Chacha]
65374,108436,[Himself (Claudia's friend)]
63068,108153,[Customer]
60142,105828,[Tnte. Cnel. Terán]
64093,105144,[Max Baer's Cornerman]
57102,100430,[Peter #1]
71992,103857,(Unknown)
75032,106597,(Unknown)
72376,104010,[Finale Club Back-Up Musician]
72851,106851,[Officer James]
75718,106597,(Unknown)
76204,107149,[Himself]
76461,110912,[Madan]
66769,107984,[Coffee Drinker 1]
68859,111864,(Unknown)
76756,112864,[Cheesy]
66926,112583,[Howard]
69141,100331,[Umberto]
77206,105861,[Tom Perriman (diver)]
77240,106513,(Unknown)
69391,102488,[Dating Game Director]
73251,100413,[Lucien]
73596,102571,[Narrator]
73898,107917,[Bartender]
78969,108053,[Detective Markofsky]
67955,101433,[Other Appearance]
67955,102422,[Comedian]
74525,106513,[Maestro]
79530,102502,[Tom]
81509,100049,[Himself]
81766,112548,(Unknown)
80189,100013,[Froilán plaza del estudiante]
82052,107115,[Lonnie]
80380,104494,[Dennis Chapman]
80430,106680,[Bar Thug]
82529,101049,(Unknown)
69895,102957,[White House Official]
69895,105462,[Decryption Hacker]
80521,113283,"[Bartender (segment ""Fool's Go"
70109,108069,[Armed Man #2]
70168,106918,[Powell]
80691,104494,[Kent Hagen]
86287,102504,[Gunther]
71138,108069,[Guard One]
89288,111613,[Gun Salesman]
92555,107399,(Unknown)
86982,101585,[Duncan]
86982,104325,[Luigi Louis 'Gigi'/'Lou' Crop
90290,107917,[Johnny Sommers]
87175,106664,[Twiggy]
87198,108570,[Interviwee]
90885,104494,(Unknown)
83454,103792,(Unknown)
83799,102054,[Himself]
87423,104611,[Mini cab driver]
91769,106767,[Singer in Jackson Square]
84492,106932,[Greg Johnson]
84635,110394,[L'interne]
87766,108535,[Mickey Mouse]
87927,105597,(Unknown)
88077,109171,[Dr. Taubman]
84769,104977,[Kalika]
96290,100633,(Unknown)
93323,102405,[Steve]
93750,112162,[Kodama Makato]
100384,103707,[Manuel10]
88697,110810,[Jo Hell (Oncle Joe vieux)]
88763,101168,[Elliot]
94018,104491,[Rock Band Bassist]
94243,110426,[Lacombe]
100822,108421,[Hotel Manager]
104730,100347,[Host]
104730,111980,[Himself - Extra in ABBA-clip]
101170,100413,[Grand-père Tambourin]
104782,102087,[Himself]
101622,103356,[Hayashi (TV cameraman)]
101638,108069,[Singing Slave]
96424,104056,[Homeless]
96799,103924,[Zaid]
102208,107701,[Punk at the track]
97085,102806,[Restaurant Owner]
97167,105697,[Gigio]
105216,110106,[Little Boy]
95713,104425,[Himself]
103262,113232,[Himself]
103262,113233,[Himself - as John Anglin]
103410,105514,[Oficial Pavón]
103962,105347,(Unknown)
111039,112430,[Luis]
97428,110793,[Piano]
97644,102957,[Prison Guard]
97644,106799,[Frat Guy]
97853,112262,[Major]
105550,101618,[Docteur Bloch]
98346,110776,(Unknown)
96681,107783,[Geary]
102514,109305,[Biker Friend]
102930,108037,[Young Clay]
105587,101953,[Víctor]
107843,104477,[DS Tennant]
97480,107517,[Polizist]
97581,100182,[Fred Ott]
97951,109157,[Mann in U-Bahn]
111336,105697,[Roberto]
112037,103741,(Unknown)
112090,106513,(Unknown)
112205,102554,[Airport Cop]
98683,101853,[Bar Thug #4]
112858,104695,[CIA Agent]
99604,111330,[Secret Service agent #2]
107042,105530,[Jason]
108895,108537,(Unknown)
108895,112262,[Julius]
108911,105831,(Unknown)
114745,104728,[Eddie]
107610,104809,[Chief]
115833,112329,(Unknown)
121931,103055,(Unknown)
116084,108436,[Store Manager]
116402,104060,[Bob/White Man]
122466,107486,[Danne's Mate]
122616,103190,(Unknown)
122619,108873,[Craig Lewis]
122686,113502,[Elroy]
116569,108940,[Slider]
117037,102488,[Tom Kellman]
117136,108251,[Brad Sexton]
110299,110058,[Crearure]
122984,101484,[Herself]
123034,108251,[Jason Nesmith/Cmdr. Peter Qui
110468,112281,[Syd]
117819,111245,[Politichefen]
110666,112246,(Unknown)
110986,110845,(Unknown)
129068,104109,[Rolo Serena; monkey #2]
125627,111245,[Incasso]
125744,108405,[Man in pub]
125744,112882,[Taxi driver]
118824,100583,(Unknown)
118824,103555,(Unknown)
129185,107834,[German Leader]
129218,102754,[Bud Silver]
129268,112114,[Ringförsäljaren]
126546,102168,[Himself (A1)]
119008,112430,[Palanca]
119108,109538,(Unknown)
119326,103322,[Himself - Performer]
119326,103323,[Himself - Performer]
130190,111393,[Himself - Performer]
130356,102520,[John]
127263,101419,[Isamu Noguchi]
130590,105163,[Tenor]
130604,103890,[Lionel]
127297,100933,[Himself]
127329,104093,(Unknown)
124424,112430,[Pépé]
131226,106799,[Bar Dude]
100504,103320,[William Ludo]
88763,109743,(Unknown)
94025,105099,[Headhunter]
94477,106785,[Jimmy]
101070,108314,[FBI Observer #2]
94629,112317,(Unknown)
94877,102677,[Announcer]
104896,106576,[Mr. Emerson]
101631,104197,[Esimies]
101638,104840,[Joe]
96356,109175,[Antonio]
96424,100094,[Jonas Teorén]
101924,111774,[Martin]
102067,104181,(Unknown)
102115,112762,[Thug #2]
95449,107312,(Unknown)
102117,107303,[Christian]
102183,108925,[Bodyguard]
96867,109259,[Himself]
96874,109259,[Nick Cotton]
97042,108966,[Dessert Waiter]
97085,105013,[Fakeeva]
103201,109554,[Himself (Finalist)]
97351,104824,[Det. Arthur Brown]
51505,112887,[Serge Touati]
42531,104465,[Barbershop Quartet]
42531,105876,"[Robert Tyre Jones, Sr.]"
51739,103250,[Fils de Majid]
57389,102834,[Seraph Dancer]
57389,106008,[Toupee]
57621,106108,(Unknown)
57654,102700,[Klansman]
57654,107014,[Times Square Worker]
57654,112294,[Nicole's stylist]
48783,103679,(Unknown)
48831,103602,[Ciego]
48948,108264,[Cookie Family]
57788,106601,[Fan]
48950,112987,[Additional Voices]
49116,108693,(Unknown)
53945,112701,[Model]
54061,104220,[Saïd]
54248,111006,[Cpl. Girard]
54464,105558,[Soldier of La Scala]
49350,102382,[Transit Cop]
58876,112442,(Unknown)
58894,100676,(Unknown)
59094,100594,[Samara]
53008,108568,(Unknown)
53009,106033,(Unknown)
53009,108568,(Unknown)
53058,112453,[Gil]
59309,110606,[Barman]
59596,111265,[Ring Announcer]
61415,112721,(Unknown)
61448,104181,[Kim Byung-Moon]
55132,106578,[Fr. Jimmy Cozanato]
61769,106203,[Forensics Officer]
61802,100510,[Malenkov]
53678,103143,[Hombre de Calor]
53678,112201,(Unknown)
59746,103275,[Jean-François Piguet]
62836,102130,[Vittorio]
62922,105558,[Duke Ludovice]
65128,104381,[Clancy]
56870,101148,[Det. Greeden]
63223,112492,[Himself - Colonel]
68387,109861,[Paul Dedalus]
63756,106869,[Referee]
63756,109877,[Prof. Angelini]
63756,110061,[Bongo]
63823,109645,[Bando Cenoura]
63823,112662,[Bando zé Pegueno]
60063,103116,[Paul]
60596,104286,(Unknown)
60713,102050,[First Man]
64491,105908,[Sabado]
72012,112596,[Tom Gomez]
65730,113155,"[Girodot, le notaire]"
65763,106217,[Swaney]
72464,100128,[Edgar]
72464,110170,[Man with beer]
72515,100128,[Policeman]
66596,103250,[The Young Arab]
76157,113214,[Richelieu]
